pitch_type,prev_vel,prev_zone,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
2-Seam Fastball,92.3,5,X,L,0,0,0,0,1,0
Slider,91.4,4,X,R,0,0,0,1,1,0
4-Seam Fastball,83.3,8,S,R,0,1,0,1,1,0
Cutter,93.7,1,B,R,1,1,0,1,1,0
4-Seam Fastball,90.4,2,S,R,1,2,0,1,1,0
Slider,93.6,11,B,R,2,2,0,1,1,0
Slider,86.9,9,X,L,0,0,0,2,1,0
Cutter,85.3,13,B,L,1,0,0,2,1,0
Cutter,91.5,1,S,L,1,1,0,2,1,0
4-Seam Fastball,91.6,2,S,L,1,2,0,2,1,0
Cutter,94,2,S,L,1,2,0,2,1,0
Slider,91.5,1,B,L,2,2,0,2,1,0
2-Seam Fastball,85,8,X,R,0,0,0,0,2,0
Slider,91.6,7,S,R,0,1,0,0,2,0
Slider,84.5,14,S,R,0,2,0,0,2,0
Curveball,84.6,12,S,L,0,0,0,1,2,0
Slider,71.5,14,B,L,1,0,0,1,2,0
2-Seam Fastball,84.7,9,X,R,0,0,0,2,2,0
2-Seam Fastball,92.9,8,S,R,0,1,0,2,2,0
2-Seam Fastball,91.7,4,X,R,0,0,0,0,3,0
Cutter,92.5,3,S,R,0,1,0,0,3,0
Slider,89.9,12,B,R,1,1,0,0,3,0
Cutter,83.9,3,S,R,1,2,0,0,3,0
Slider,91.1,12,S,R,1,2,0,0,3,0
Slider,86.3,14,S,L,0,0,0,1,3,0
2-Seam Fastball,81.8,8,S,L,0,1,0,1,3,0
Cutter,93,13,B,L,1,1,0,1,3,0
Cutter,90.6,7,S,L,1,2,0,1,3,0
Slider,90.6,12,B,L,2,2,0,1,3,0
2-Seam Fastball,84.9,8,S,L,0,0,0,2,3,0
Slider,93.1,13,B,L,1,0,0,2,3,0
Cutter,84,2,S,L,1,1,0,2,3,0
4-Seam Fastball,90.4,2,S,L,1,2,0,2,3,0
Cutter,93.4,12,B,L,2,2,0,2,3,0
Slider,91.6,2,X,L,0,0,1,2,3,0
Slider,87.4,14,B,L,1,0,1,2,3,0
2-Seam Fastball,87.2,14,B,L,2,0,1,2,3,0
2-Seam Fastball,93.8,14,B,L,3,0,1,2,3,0
2-Seam Fastball,92.9,4,S,L,3,1,1,2,3,0
2-Seam Fastball,93.5,9,S,L,3,2,1,2,3,0
4-Seam Fastball,93,5,X,R,0,0,0,0,4,0
Slider,92.7,12,B,R,1,0,0,0,4,0
4-Seam Fastball,85.9,6,S,R,1,1,0,0,4,0
Cutter,93.2,2,S,R,1,2,0,0,4,0
Cutter,90.9,14,B,R,2,2,0,0,4,0
4-Seam Fastball,91.5,12,B,R,3,2,0,0,4,0
2-Seam Fastball,93.7,11,B,L,0,0,1,0,4,0
Cutter,92.7,2,S,L,0,1,1,0,4,0
Cutter,92.2,12,B,L,1,1,1,0,4,0
Cutter,91.3,12,B,L,2,1,1,0,4,0
Slider,91.5,12,X,R,0,0,0,2,4,0
2-Seam Fastball,85.9,6,S,R,0,1,0,2,4,0
2-Seam Fastball,92.8,5,X,L,0,0,0,0,5,1
Slider,92.3,11,B,L,1,0,0,0,5,1
Slider,84.1,7,S,L,1,1,0,0,5,1
4-Seam Fastball,82.9,9,S,L,1,2,0,0,5,1
4-Seam Fastball,93.8,12,S,L,1,2,0,0,5,1
Slider,93.4,11,S,L,1,2,0,0,5,1
Cutter,85.5,14,S,L,1,2,0,0,5,1
Cutter,91.1,11,B,L,2,2,0,0,5,1
2-Seam Fastball,92.4,3,X,R,0,0,0,0,5,0
2-Seam Fastball,93.3,13,B,R,1,0,0,0,5,0
Slider,92.9,2,S,R,1,1,0,0,5,0
Slider,85,5,X,R,0,0,0,1,5,0
2-Seam Fastball,84.5,14,X,L,0,0,0,2,5,0
2-Seam Fastball,92.4,14,B,L,1,0,0,2,5,0
Slider,92.1,1,B,L,2,0,0,2,5,0
2-Seam Fastball,81.9,11,B,L,3,0,0,2,5,0
2-Seam Fastball,92.5,2,S,L,3,1,0,2,5,0
Slider,92.3,2,X,L,0,0,0,2,5,-1
2-Seam Fastball,85.9,13,B,L,1,0,0,2,5,-1
2-Seam Fastball,92.4,14,B,L,2,0,0,2,5,-1
Slider,92.2,4,S,L,2,1,0,2,5,-1
Slider,86,13,S,L,2,2,0,2,5,-1
Cutter,86.4,4,S,L,2,2,0,2,5,-1
2-Seam Fastball,91.1,3,X,L,0,0,0,0,6,-1
Cutter,92.7,14,S,L,0,1,0,0,6,-1
Slider,91.2,11,S,L,0,2,0,0,6,-1
Cutter,83.3,4,S,L,0,2,0,0,6,-1
Slider,90.9,11,B,L,1,2,0,0,6,-1
Slider,85,4,X,R,0,0,0,1,6,-1
Slider,84.4,14,B,R,1,0,0,1,6,-1
Slider,84.9,5,S,R,1,1,0,1,6,-1
Slider,86.5,14,X,L,0,0,0,2,6,-1
Slider,85.1,8,X,R,0,0,0,0,7,-1
Slider,83.7,1,S,R,0,1,0,0,7,-1
Cutter,86.8,14,S,R,0,2,0,0,7,-1
2-Seam Fastball,91.5,9,X,L,0,0,0,1,7,-1
Changeup,93.2,7,S,L,0,1,0,1,7,-1
2-Seam Fastball,87.6,13,B,L,1,1,0,1,7,-1
Cutter,93,13,X,R,0,0,0,2,7,-1
Slider,91.1,1,S,R,0,1,0,2,7,-1
Slider,87.3,14,B,R,1,1,0,2,7,-1
Slider,87.7,14,B,R,2,1,0,2,7,-1
Slider,85.4,11,S,R,2,2,0,2,7,-1
2-Seam Fastball,87.5,9,S,R,2,2,0,2,7,-1
2-Seam Fastball,91.8,4,X,R,0,0,0,0,8,-1
Slider,92.9,6,S,R,0,1,0,0,8,-1
Slider,85.6,3,S,R,0,2,0,0,8,-1
Slider,88.9,14,B,R,1,2,0,0,8,-1
2-Seam Fastball,88,14,S,R,1,2,0,0,8,-1
Slider,92.9,11,S,R,1,2,0,0,8,-1
2-Seam Fastball,88,14,X,R,0,0,0,0,1,0
2-Seam Fastball,93.2,7,B,R,1,0,0,0,1,0
2-Seam Fastball,92.7,2,X,L,0,0,0,1,1,0
Cutter,93.4,8,S,L,0,1,0,1,1,0
Cutter,90.6,12,S,L,0,2,0,1,1,0
Slider,92.4,3,X,R,0,0,0,2,1,0
4-Seam Fastball,87.6,7,S,R,0,1,0,2,1,0
Cutter,94.4,4,S,R,0,2,0,2,1,0
Slider,92.8,6,S,R,0,2,0,2,1,0
Slider,90.6,14,B,R,1,2,0,2,1,0
Slider,87.3,3,X,R,0,0,0,0,2,1
4-Seam Fastball,85.1,8,S,R,0,1,0,0,2,1
Cutter,92.9,11,B,R,1,1,0,0,2,1
Slider,90.8,2,S,R,1,2,0,0,2,1
Cutter,87.5,12,B,R,2,2,0,0,2,1
Cutter,91.3,11,B,R,3,2,0,0,2,1
Slider,91.6,3,S,R,3,2,0,0,2,1
2-Seam Fastball,85.2,3,X,L,0,0,0,1,2,1
2-Seam Fastball,92.7,11,B,L,1,0,0,1,2,1
Slider,92.8,11,B,L,2,0,0,1,2,1
Cutter,82.7,11,S,L,2,1,0,1,2,1
2-Seam Fastball,91.1,11,B,L,3,1,0,1,2,1
2-Seam Fastball,92.3,5,X,R,0,0,1,1,2,1
2-Seam Fastball,93.1,2,S,R,0,1,1,1,2,1
2-Seam Fastball,93.2,11,B,R,1,1,1,1,2,1
Cutter,91.5,13,X,L,0,0,1,1,2,1
2-Seam Fastball,90.7,6,X,R,0,0,1,2,2,1
Cutter,92.9,12,B,R,1,0,1,2,2,1
2-Seam Fastball,92.2,14,B,R,2,0,1,2,2,1
Slider,93.7,12,S,R,2,1,1,2,2,1
Cutter,85.3,11,S,R,2,2,1,2,2,1
2-Seam Fastball,92.7,12,X,L,0,0,0,0,3,2
Slider,93,4,S,L,0,1,0,0,3,2
Slider,86.5,8,S,L,0,2,0,0,3,2
Slider,87.1,13,S,R,0,0,0,1,3,2
Cutter,85.2,2,S,R,0,1,0,1,3,2
Slider,91.1,11,S,R,0,2,0,1,3,2
Cutter,88.2,12,X,L,0,0,1,1,3,2
2-Seam Fastball,92.6,14,S,L,0,1,1,1,3,2
2-Seam Fastball,92.4,13,B,L,1,1,1,1,3,2
Cutter,93.4,14,B,L,2,1,1,1,3,2
2-Seam Fastball,92.4,14,B,L,3,1,1,1,3,2
Cutter,92.1,11,B,R,0,0,1,1,3,2
2-Seam Fastball,92.5,14,B,R,1,0,1,1,3,2
Slider,93.1,8,S,R,1,1,1,1,3,2
Cutter,87.6,9,S,R,1,2,1,1,3,2
Cutter,93,3,S,R,1,2,1,1,3,2
Slider,89.7,14,B,R,2,2,1,1,3,2
2-Seam Fastball,85.4,14,X,R,0,0,1,2,3,2
Cutter,93.8,14,B,R,1,0,1,2,3,2
Cutter,92.3,3,S,R,1,1,1,2,3,2
Cutter,92.4,3,S,R,1,2,1,2,3,2
4-Seam Fastball,93.3,2,S,R,1,2,1,2,3,2
Slider,94.5,12,S,R,1,2,1,2,3,2
Slider,87.3,12,X,R,0,0,0,0,4,2
Slider,84.6,3,S,R,0,1,0,0,4,2
Cutter,87.7,14,B,R,1,1,0,0,4,2
2-Seam Fastball,91.3,14,B,R,2,1,0,0,4,2
Slider,92.5,2,S,R,2,2,0,0,4,2
Curveball,87.8,14,X,R,0,0,0,1,4,2
Slider,72.8,8,S,R,0,1,0,1,4,2
Slider,87.3,14,S,R,0,2,0,1,4,2
Cutter,88.7,14,B,R,1,2,0,1,4,2
Slider,91.4,11,B,R,2,2,0,1,4,2
4-Seam Fastball,88.1,9,S,L,0,0,0,2,4,2
Cutter,93,8,S,L,0,1,0,2,4,2
Cutter,91.4,12,B,L,1,1,0,2,4,2
Slider,91.5,2,S,L,1,2,0,2,4,2
Slider,87.1,13,S,R,0,0,0,0,5,2
Slider,86.3,3,S,R,0,1,0,0,5,2
Slider,86,12,S,R,0,2,0,0,5,2
4-Seam Fastball,89,14,B,R,1,2,0,0,5,2
Slider,93.5,12,B,R,2,2,0,0,5,2
Slider,88.1,14,S,L,0,0,0,1,5,2
Cutter,86.2,13,B,L,1,0,0,1,5,2
2-Seam Fastball,91.6,12,B,L,2,0,0,1,5,2
Cutter,93.1,13,X,R,0,0,0,2,5,2
Slider,92.5,12,B,R,1,0,0,2,5,2
Slider,88.1,1,B,R,2,0,0,2,5,2
Cutter,83.1,5,S,R,2,1,0,2,5,2
Cutter,88,14,B,R,3,1,0,2,5,2
Slider,92.2,3,X,L,0,0,0,0,6,5
Cutter,85.7,4,S,L,0,1,0,0,6,5
Changeup,91.1,11,B,L,1,1,0,0,6,5
Changeup,86.7,14,S,L,1,2,0,0,6,5
2-Seam Fastball,88.9,5,S,L,1,2,0,0,6,5
Slider,93.2,7,X,R,0,0,1,0,6,5
Cutter,87.6,14,B,R,1,0,1,0,6,5
Cutter,92,4,S,R,1,1,1,0,6,5
Slider,91.8,2,S,R,1,2,1,0,6,5
Slider,88.1,14,X,R,0,0,1,1,6,5
Cutter,87.8,14,S,R,0,1,1,1,6,5
Cutter,92.2,12,B,R,1,1,1,1,6,5
Slider,90.9,14,B,R,2,1,1,1,6,5
Slider,86.8,14,S,R,2,2,1,1,6,5
Slider,87.5,12,S,R,2,2,1,1,6,5
Slider,86.6,14,B,R,3,2,1,1,6,5
Cutter,86.8,6,S,R,3,2,1,1,6,5
Cutter,91.9,9,S,R,0,0,1,2,6,5
Slider,92.3,14,S,R,0,1,1,2,6,5
Slider,87.2,14,S,R,0,2,1,2,6,5
Slider,87.8,14,B,R,1,2,1,2,6,5
Slider,87.6,14,B,R,2,2,1,2,6,5
Cutter,89.3,14,B,R,3,2,1,2,6,5
2-Seam Fastball,91.7,3,S,R,0,0,0,0,1,0
2-Seam Fastball,92.5,5,X,L,0,0,1,0,1,0
Cutter,92.6,11,X,L,0,0,1,0,1,-1
Cutter,90.5,12,B,L,1,0,1,0,1,-1
Slider,91.3,12,B,L,2,0,1,0,1,-1
Slider,84,7,S,L,2,1,1,0,1,-1
Cutter,84.7,9,S,L,2,2,1,0,1,-1
Slider,91.6,14,B,L,3,2,1,0,1,-1
2-Seam Fastball,85.2,14,S,L,3,2,1,0,1,-1
2-Seam Fastball,92.8,14,B,R,0,0,1,0,1,-1
Slider,93,6,S,R,0,1,1,0,1,-1
Slider,86.9,14,S,R,0,2,1,0,1,-1
Slider,87.2,14,B,R,1,2,1,0,1,-1
Slider,86.8,14,S,R,0,0,1,1,1,-1
Slider,86.9,9,S,R,0,1,1,1,1,-1
Slider,85.7,9,S,R,0,2,1,1,1,-1
Cutter,87.1,14,B,R,1,2,1,1,1,-1
Slider,91.8,3,B,R,2,2,1,1,1,-1
Cutter,87.2,9,X,L,0,0,1,2,1,-1
2-Seam Fastball,91.4,3,X,R,0,0,1,2,1,-2
Slider,92.6,5,S,R,0,1,1,2,1,-2
Slider,86.5,12,X,R,0,0,0,0,2,-2
Slider,83.1,4,S,R,0,1,0,0,2,-2
Slider,84.3,4,S,R,0,2,0,0,2,-2
Slider,88.4,14,B,R,1,2,0,0,2,-2
Cutter,88.6,14,B,R,2,2,0,0,2,-2
Cutter,91.3,3,S,L,0,0,0,1,2,-2
Cutter,91.8,6,S,L,0,1,0,1,2,-2
2-Seam Fastball,91.3,3,X,R,0,0,0,2,2,-2
Slider,93,7,S,R,0,1,0,2,2,-2
Cutter,86.9,14,S,R,0,2,0,2,2,-2
Slider,91.3,2,S,R,0,2,0,2,2,-2
Cutter,87.8,14,B,R,1,2,0,2,2,-2
Slider,91.5,14,B,R,2,2,0,2,2,-2
Slider,85.5,12,B,R,3,2,0,2,2,-2
2-Seam Fastball,85.3,3,S,R,3,2,0,2,2,-2
Slider,92.4,14,S,R,3,2,0,2,2,-2
2-Seam Fastball,86.9,14,X,L,0,0,0,0,3,-2
Slider,91.6,11,B,L,1,0,0,0,3,-2
Cutter,83.2,1,S,L,1,1,0,0,3,-2
2-Seam Fastball,90.1,12,B,L,2,1,0,0,3,-2
Cutter,90.6,7,S,L,2,2,0,0,3,-2
2-Seam Fastball,90.6,14,B,L,3,2,0,0,3,-2
Slider,92.5,5,S,L,0,0,0,1,3,-2
Cutter,87.3,13,B,L,1,0,0,1,3,-2
2-Seam Fastball,91.5,14,S,L,1,1,0,1,3,-2
Slider,92.9,14,B,L,2,1,0,1,3,-2
Curveball,85,8,X,R,0,0,0,2,3,-2
Cutter,74.4,14,B,R,1,0,0,2,3,-2
Slider,91.1,12,B,R,2,0,0,2,3,-2
2-Seam Fastball,85.8,1,B,R,3,0,0,2,3,-2
Cutter,91.9,11,B,R,0,0,1,2,3,-2
Slider,91.5,4,S,R,0,1,1,2,3,-2
Cutter,86.9,14,B,R,1,1,1,2,3,-2
2-Seam Fastball,91.3,11,X,L,0,0,0,0,4,-1
Changeup,92,11,B,L,1,0,0,0,4,-1
2-Seam Fastball,87.2,14,B,L,2,0,0,0,4,-1
2-Seam Fastball,92,11,S,L,2,1,0,0,4,-1
Slider,93.1,11,X,R,0,0,0,1,4,-1
2-Seam Fastball,86.6,6,X,R,0,0,0,2,4,-1
2-Seam Fastball,93.2,8,X,L,0,0,0,2,4,-2
Cutter,92.8,5,S,L,0,1,0,2,4,-2
Slider,92.1,6,S,L,0,2,0,2,4,-2
Cutter,84.9,8,S,L,0,2,0,2,4,-2
Slider,91.5,3,S,R,0,0,0,0,5,-2
Changeup,81.6,12,B,R,1,0,0,0,5,-2
2-Seam Fastball,89.5,11,B,R,0,0,0,0,1,0
Slider,94.9,13,B,R,1,0,0,0,1,0
2-Seam Fastball,84.6,9,B,R,2,0,0,0,1,0
2-Seam Fastball,93.5,1,S,R,2,1,0,0,1,0
2-Seam Fastball,94.4,11,X,R,0,0,0,1,1,0
Cutter,95.4,14,B,R,1,0,0,1,1,0
Cutter,93.4,11,B,R,2,0,0,1,1,0
Slider,92.9,9,S,R,2,1,0,1,1,0
Cutter,87.1,2,S,R,2,2,0,1,1,0
Slider,92.7,2,X,L,0,0,1,1,1,0
Cutter,88,13,B,L,1,0,1,1,1,0
2-Seam Fastball,92.5,2,S,L,1,1,1,1,1,0
Slider,93.6,11,X,R,0,0,0,0,2,0
2-Seam Fastball,85.3,1,S,R,0,1,0,0,2,0
2-Seam Fastball,92.1,9,X,R,0,0,1,0,2,0
2-Seam Fastball,94.1,9,S,R,0,1,1,0,2,0
Cutter,92.5,4,X,L,0,0,1,0,2,0
Cutter,92.7,11,B,L,1,0,1,0,2,0
Slider,92.2,2,X,R,0,0,1,1,2,0
Cutter,89.7,14,B,R,1,0,1,1,2,0
Cutter,91.9,12,B,R,2,0,1,1,2,0
2-Seam Fastball,92.3,3,S,R,2,1,1,1,2,0
Cutter,94.2,7,X,R,0,0,1,1,2,-2
Cutter,92.1,14,B,R,1,0,1,1,2,-2
Slider,91.5,6,S,R,1,1,1,1,2,-2
Slider,87.5,14,S,R,1,2,1,1,2,-2
Cutter,87.8,4,S,L,0,0,1,2,2,-2
Cutter,92.3,14,B,L,1,0,1,2,2,-2
Slider,91.6,12,B,L,2,0,1,2,2,-2
Cutter,85.6,7,S,L,2,1,1,2,2,-2
4-Seam Fastball,91.5,4,S,L,2,2,1,2,2,-2
Slider,93.8,11,S,R,0,0,0,0,3,-2
Cutter,86.9,2,S,R,0,1,0,0,3,-2
Cutter,90.7,11,B,R,1,1,0,0,3,-2
Slider,91.8,12,S,R,1,2,0,0,3,-2
Cutter,87.5,14,S,R,0,0,0,1,3,-2
Changeup,93,3,S,R,0,1,0,1,3,-2
Slider,90.2,13,B,R,1,1,0,1,3,-2
Slider,90.2,8,S,R,1,2,0,1,3,-2
Cutter,89.6,12,B,R,2,2,0,1,3,-2
Slider,91.9,12,B,R,3,2,0,1,3,-2
Curveball,86.7,6,X,L,0,0,0,2,3,-2
2-Seam Fastball,75.1,1,S,L,0,1,0,2,3,-2
Cutter,91,4,X,R,0,0,0,0,4,-2
Slider,91.5,12,X,R,0,0,1,0,4,-2
2-Seam Fastball,88.5,9,X,L,0,0,1,1,4,-2
Cutter,93.5,1,S,L,0,1,1,1,4,-2
4-Seam Fastball,92.1,2,S,L,0,2,1,1,4,-2
Cutter,94.9,11,B,L,1,2,1,1,4,-2
Slider,92.2,11,B,L,2,2,0,2,4,-2
Slider,89,13,S,R,0,0,0,0,5,0
